        RA       DEC                     NAME      S1400    e_S1400    P1400  POLANG   e_P1400  e_POLANG       S74        e_S74     3CNAME         S600      P600      BETA     GAMMA
  85.86525  18.76192            054327+184542     2.2377   0.078900  0.03621    51.8  0.000630       0.3     13.61     1.430000       NONE     3.764885  0.010017 -0.614033  0.000000
  13.53500  -3.56553                    3C_26     2.2108   0.066300  0.00279    32.5  0.000460       3.2     13.98     1.430000     3C__26     3.761577  0.000751 -0.627269  0.000000
 164.57275  19.86931            105817+195209     2.1430   0.075400  0.05270    68.4  0.000440       0.2     14.83     1.510000       NONE     3.742210  0.013298 -0.657938  0.000000
 177.48142  12.78775                   3C_267     1.6384   0.057100  0.04878   -33.9  0.000500       0.2     28.75     2.920000     3C_267     3.740929  0.006347 -0.974408  0.000000
  28.87504  43.76444                  3C_54.0     1.8754   0.058900  0.08644    47.0  0.001130       0.2     20.31     2.060000     3C__54     3.726063  0.015858 -0.810258  0.000000
 359.64779  44.07789                 3C_470.0     1.9396   0.058200  0.13942    73.6  0.000410       0.1     18.63     1.860000     3C_470     3.722630  0.027859 -0.769444  0.000000
 239.04192  20.07256                 3C_326.1     2.3137   0.069400  0.00309   -37.1  0.000490       3.1     11.93     1.200000   3C_326.1     3.711827  0.000961 -0.557863  0.000000
  29.42333 -10.72797            015741-104340     2.1650   0.065000  0.02545    19.8  0.000420       0.3     14.04     1.410000       NONE     3.710517  0.006726 -0.635846  0.000000
 251.51992 -22.46722            164604-222802     1.9940   0.070400  0.05857     3.1  0.000600       0.2     17.18     1.730000       NONE     3.709026  0.012645 -0.732478  0.000000
 152.93942  46.47225                   3C_239     1.5572   0.046700  0.01102   -41.0  0.000430       0.7     31.57     3.160000   3C_239.0     3.706605  0.001294 -1.023521  0.000000
  23.81262   8.18536                    3C_45     2.2460   0.067400  0.03365    84.8  0.000430       0.2     12.39     1.240000     3C__45     3.674026  0.009978 -0.580831  0.000000
  60.06879 -16.17044            040016-161013     1.8534   0.064100  0.10023    10.1  0.000530       0.1     19.83     2.020000       NONE     3.669517  0.018547 -0.806137  0.000000
 263.78467  -9.27731            173508-091638     2.1964   0.065900  0.18414   -51.5  0.000530       0.1     12.99     1.340000       NONE     3.665704  0.051963 -0.604511  0.000000
 174.82304 -32.38222            113917-322256     1.5242   0.059600  0.02500   -42.4  0.000560       0.4     31.91     3.250000       NONE     3.661806  0.002869 -1.034450  0.000000
 136.63283  16.77028                  2E_2093     1.5862   0.051900  0.03304   -21.2  0.000700       0.3     28.78     2.950000   3C_215.0     3.656793  0.004198 -0.985775  0.000000
 134.41933  34.06844                   3C_211     1.7984   0.060000  0.04186    11.8  0.000630       0.2     20.80     2.110000     3C_211     3.641441  0.007328 -0.832626  0.000000
 155.86058  80.54867            102326+803255     1.8058   0.057100  0.00604    50.9  0.001010       2.1     20.57     2.100000       NONE     3.640417  0.001069 -0.827447  0.000000
 341.62733  36.94206            224630+365631     2.0412   0.071900  0.01337    65.2  0.000500       0.7     15.15     1.520000       NONE     3.637095  0.003210 -0.681752  0.000000
 273.31662   4.65900            181315+043932     2.1094   0.063300  0.08279    16.2  0.000630       0.1     13.96     1.450000       NONE     3.636440  0.021566 -0.642751  0.000000
 124.94812  52.54153            081947+523229     2.1042   0.071100  0.03520    83.3  0.000560       0.3     14.02     1.430000       NONE     3.634546  0.009125 -0.645049  0.000000
  14.77767 -17.01086            005906-170039     1.7564   0.052700  0.00364   -26.7  0.000430       2.3     21.82     2.220000       NONE     3.630444  0.000606 -0.856946  0.000000
  80.41217 -20.79408            052138-204738     1.9155   0.057500  0.00148    16.3  0.000440       5.8     17.51     1.750000       NONE     3.624306  0.000306 -0.752609  0.000000
  36.26087 -23.21322            022502-231247     2.0958   0.073400  0.04837    42.4  0.000500       0.2     14.01     1.400000       NONE     3.623467  0.012510 -0.646167  0.000000
 108.51958  14.60581                 3C_175.1     1.9308   0.057900  0.02111    16.6  0.000450       0.4     16.93     1.730000   3C_175.1     3.609678  0.004501 -0.738447  0.000000
 278.43062  65.36081     87GB_183332.7+651919     2.2060   0.066200  0.00275   -87.8  0.000440       3.1     12.17     1.250000     3C_383     3.608650  0.000815 -0.580850  0.000000
  53.62083  74.17575            033429+741032     1.8435   0.055300  0.01697    71.3  0.000480       0.5     18.91     1.950000       NONE     3.605850  0.003236 -0.791801  0.000000
 193.38625  15.70758                 3C_277.2     1.7687   0.058400  0.02504   -28.3  0.000680       0.4     20.40     2.090000   3C_277.2     3.578451  0.004392 -0.831685  0.000000
  13.95992  26.41000           2E_0053.1+2608     1.3617   0.045400  0.00877    72.9  0.000630       1.2     38.81     2.848614     3C__28     3.575564  0.000808 -1.139374  0.000000
 320.75708 -16.46561            212301-162756     1.6105   0.056900  0.04751   -14.4  0.000440       0.2     25.22     2.570000       NONE     3.558561  0.006704 -0.935694  0.000000
 355.95150  53.81119            234348+534840     2.2883   0.068700  0.00411   -75.2  0.000460       2.2     10.54     1.090000       NONE     3.553621  0.001386 -0.519484  0.000000
  85.45496  47.48564            054149+472908     1.8050   0.054200  0.04576   -43.0  0.000430       0.2     18.54     1.860000       NONE     3.531914  0.008717 -0.792259  0.000000
  48.10975  39.27514            031226+391630     1.9350   0.061900  0.06293    41.3  0.001010       0.2     15.49     1.580000       NONE     3.523829  0.014316 -0.707474  0.000000
 290.87842  -7.69364            192330-074137     1.9251   0.066800  0.11623     9.4  0.000620       0.1     15.59     1.560000       NONE     3.517503  0.026224 -0.711407  0.000000
 278.57575  31.60658            183418+313623     2.1521   0.064600  0.01414    15.6  0.000510       0.7     11.65     1.170000       NONE     3.501325  0.004250 -0.574411  0.000000
 320.69275  17.07719                 3C_432.0     1.5785   0.055700  0.01068   -86.1  0.000460       0.8     24.49     2.450000     3C_432     3.478516  0.001517 -0.932530  0.000000
  16.09371 -12.58767            010422-123515     2.1251   0.075000  0.11751   -25.2  0.000440       0.1     11.62     1.160000       NONE     3.467422  0.035065 -0.577828  0.000000
 299.04633  -7.61519                   3C_404     1.7979   0.053900  0.00241    42.5  0.000480       3.9     17.51     1.800000     3C_404     3.464480  0.000477 -0.774159  0.000000
 173.59825 -17.46436            113423-172751     1.6673   0.058800  0.05310   -68.1  0.000480       0.2     21.07     2.110000       NONE     3.463284  0.008728 -0.862757  0.000000
 142.63937  36.02322                 3C_220.2     1.8751   0.056300  0.03963    68.0  0.000430       0.2     15.63     1.570000   3C_220.2     3.454776  0.008760 -0.721229  0.000000
  44.06250 -23.41444            025615-232452     1.5037   0.048900  0.00741    10.8  0.000830       1.6     26.76     2.720000       NONE     3.447312  0.000955 -0.979191  0.000000
 252.17983  75.77464            164843+754628     1.9413   0.058200  0.00140    69.6  0.000450       6.2     14.18     1.420000       NONE     3.443188  0.000340 -0.676315  0.000000
  77.75262 -22.03242            051100-220156     1.9125   0.063900  0.03344     1.0  0.000670       0.3     14.61     1.490000       NONE     3.436204  0.007865 -0.691559  0.000000
 197.45692  -0.21017            130949-001236     1.6367   0.056600  0.02761    18.4  0.001250       0.5     21.36     2.170000       NONE     3.431410  0.004435 -0.873706  0.000000
  63.09429  -0.99239                   3C_107     1.5742   0.055600  0.02714    13.6  0.000470       0.3     23.19     2.360000     3C_107     3.417624  0.004000 -0.914907  0.000000
 140.55421 -14.48039            092213-142849     2.0444   0.071900  0.01608   -55.7  0.000480       0.6     12.16     1.250000       NONE     3.417619  0.004519 -0.606445  0.000000
 232.85567  35.56128                   3C_320     1.8207   0.064100  0.00204   -53.6  0.000440       4.1     15.89     1.590000   3C_320.0     3.399252  0.000436 -0.736853  0.000000
  32.41058  35.79725            020938+354750     2.0860   0.073400  0.04892   -18.4  0.000930       0.2     11.30     1.160000       NONE     3.394462  0.014695 -0.574647  0.000000
 271.27654  11.02569                 3C_368.0     1.2728   0.044800      NaN     NaN       NaN       NaN     38.20     3.890000   3C_368.0     3.392269       NaN -1.156948  0.000000
 219.86954 -16.98442            143928-165903     1.9693   0.059100  0.00329   -72.5  0.000460       2.7     12.90     1.330000       NONE     3.384912  0.000863 -0.639267  0.000000
 181.00887  -4.37886            120402-042243     2.1413   0.074000      NaN     NaN       NaN       NaN     10.47     1.080000       NONE     3.383074       NaN -0.539800  0.000000
 176.58587 -31.95389            114620-315714     1.5377   0.049500  0.04227   -62.4  0.000950       0.3     23.56     2.400000       NONE     3.376394  0.006058 -0.928269  0.000000
 125.39071  47.04325  2MASX_J08213362+4702370     1.7871   0.063000  0.02996   -22.6  0.000450       0.3     16.06     1.610000   3C_197.1     3.364782  0.006277 -0.746808  0.000000
 170.78792   5.50564                   3C_257     1.7211   0.051600  0.07037    13.4  0.000430       0.1     17.61     1.800000     3C_257     3.363993  0.013443 -0.790944  0.000000
 213.45142  -5.99839            141348-055954     1.5208   0.047500  0.02871    28.1  0.001400       0.6     23.72     2.410000       NONE     3.356478  0.004063 -0.934330  0.000000
 220.81083  77.12411                 3C_303.1     1.8804   0.066200  0.00224    46.3  0.000480       4.0     13.87     1.390000   3C_303.1     3.344575  0.000540 -0.679637  0.000000
  22.83192  25.34200            013119+252031     1.6973   0.058000  0.01625    -7.2  0.000530       0.6     17.78     1.820000       NONE     3.340048  0.003053 -0.798948  0.000000
 337.82921  54.16003            223119+540936     1.6478   0.049400  0.02462    -4.0  0.000530       0.4     19.01     1.970000       NONE     3.334070  0.004318 -0.831765  0.000000
 241.25883 -17.57108            160502-173415     1.5329   0.054000  0.02210   -47.2  0.000560       0.5     22.66     2.330000       NONE     3.331287  0.003249 -0.916085  0.000000
 155.47742  21.99192                   3C_241     1.6862   0.050600  0.00027    67.9  0.000430      29.7     17.83     1.820000     3C_241     3.327177  0.000050 -0.802134  0.000000
 167.88150  35.67931     87GB_110846.2+355706     1.3363   0.041300  0.02860   -88.0  0.001640       0.6     31.52     3.190000   3C_252.0     3.322649  0.003015 -1.075015  0.000000
 255.16362  14.81078            170039+144838     1.7277   0.055400  0.06711     8.0  0.001010       0.2     16.68     1.700000       NONE     3.320839  0.013361 -0.771188  0.000000
 148.00217  24.37492     87GB_094910.1+243602     1.7886   0.057600  0.04962    38.3  0.000840       0.2     15.31     1.560000     3C_229     3.320708  0.010762 -0.730257  0.000000
 169.85508  -3.04767                   3C_255     1.7304   0.051900  0.00691   -38.8  0.000450       1.3     16.54     1.690000     3C_255     3.316467  0.001386 -0.767791  0.000000
 128.70154  17.01281                   3C_202     1.8828   0.065200  0.01201    -2.8  0.000480       0.7     13.33     1.340000     3C_202     3.309521  0.002982 -0.665697  0.000000
 322.53596  83.95847                 3C_435.1     1.7968   0.059600  0.10590   -77.2  0.000550       0.1     14.85     1.520000   3C_435.1     3.302377  0.023550 -0.718325  0.000000
  36.22533  76.93189            022454+765554     1.9265   0.057800  0.00106   -58.8  0.000440       8.2     12.47     1.300000       NONE     3.299982  0.000281 -0.635210  0.000000
 260.75050   7.30069            172300+071802     1.6012   0.053400  0.03156    77.5  0.000880       0.4     19.68     2.010000       NONE     3.299448  0.005291 -0.853303  0.000000
 196.40021   8.92108            130536+085515     1.4618   0.043900  0.03795    86.0  0.000480       0.2     24.53     2.500000       NONE     3.294992  0.005098 -0.959208  0.000000
 239.59704  65.50656            155823+653023     1.5406   0.048700  0.06084    78.5  0.001040       0.2     21.52     2.190000       NONE     3.293826  0.009312 -0.896825  0.000000
 221.78954  76.93936                 3C_305.1     1.6662   0.050000  0.00227    32.1  0.000470       3.9     17.51     1.750000   3C_305.1     3.281865  0.000425 -0.800033  0.000000
 188.00054  -2.40114            123200-022404     1.6467   0.058200  0.00954   -69.3  0.000510       1.0     18.00     1.800000       NONE     3.280467  0.001739 -0.813424  0.000000
  78.52437   0.94058  2MASX_J05140834+0056316     1.8331   0.069800  0.04124    22.4  0.000630       0.3     13.72     1.400000   3C_135.0     3.274194  0.009842 -0.684604  0.000000
 211.68375  34.19061                   3C_294     1.3161   0.046300  0.00164    54.5  0.000460       5.3     31.03     3.160000     3C_294     3.272011  0.000173 -1.074866  0.000000
  94.73958  13.60875            061857+133631     1.9558   0.058700  0.06813    32.0  0.000550       0.2     11.60     1.160000       NONE     3.266830  0.019187 -0.605479  0.000000
 216.23721  20.00631            142456+200022     1.8085   0.054300  0.04168   -59.0  0.000440       0.2     14.06     1.410000       NONE     3.265814  0.009681 -0.697525  0.000000
 123.84508   1.91811            081522+015505     1.7550   0.061800  0.04952   -10.5  0.000460       0.2     14.96     1.530000       NONE     3.254421  0.010773 -0.728841  0.000000
 327.96250 -19.76833            215151-194606     1.9716   0.059200  0.02663    56.9  0.000450       0.3     11.19     1.160000       NONE     3.251698  0.007738 -0.590503  0.000000
 355.24187   4.52081            234058+043114     1.6129   0.048400  0.01067   -24.7  0.000460       0.8     18.22     1.860000       NONE     3.243729  0.001900 -0.824610  0.000000
 135.27250  29.02936                 3C_213.1     2.0034   0.060100  0.04521    79.2  0.000460       0.2     10.65     1.070000   3C_213.1     3.242398  0.013764 -0.568239  0.000000
 357.12342  18.73467                   3C_467     1.6212   0.054300  0.03064    -2.2  0.000580       0.3     17.89     1.840000     3C_467     3.238499  0.005547 -0.816647  0.000000
 214.17133 -21.77167            141641-214618     1.4094   0.049200  0.00479    32.6  0.000490       1.9     25.21     2.580000       NONE     3.235874  0.000615 -0.980924  0.000000
 133.45383 -14.46439            085348-142751     1.8945   0.066800  0.03258    11.1  0.000480       0.3     12.01     1.210000       NONE     3.225740  0.008751 -0.628123  0.000000
  21.51946  -1.40053                  NGC_547     2.0101   0.061400  0.03747    61.7  0.011150       1.2     10.34     1.100000   3C__40.0     3.222563  0.011678 -0.557056  0.000000
  19.57733   2.96822                    3C_37     1.5218   0.045700  0.00735    83.0  0.000460       1.2     20.54     2.110000     3C__37     3.221600  0.001153 -0.885149  0.000000
  58.72962  72.91097            035455+725439     1.5543   0.046600  0.03013   -79.2  0.000480       0.3     19.39     1.980000       NONE     3.216571  0.004998 -0.858365  0.000000
  67.77837   1.21522                   3C_118     1.6493   0.056600  0.04780     3.2  0.001390       0.3     16.70     1.700000     3C_118     3.213966  0.009199 -0.787391  0.000000
 214.34979  -4.01294                 3C_297.0     1.6872   0.050600  0.01395   -46.5  0.000470       0.6     15.60     1.560000     3C_297     3.202853  0.002864 -0.756489  0.000000
 308.20958  25.87183                   3C_414     1.7887   0.061100  0.01771   -88.2  0.000560       0.6     13.46     1.430000     3C_414     3.199853  0.004210 -0.686436  0.000000
  67.19329  55.30358            042846+551812     1.7100   0.054300  0.04129   -59.4  0.001120       0.3     14.99     1.520000       NONE     3.196645  0.008805 -0.738357  0.000000
 348.45050  47.20433            231348+471215     1.9275   0.057800  0.06782   -86.1  0.000440       0.1     11.15     1.150000       NONE     3.196457  0.019442 -0.596979  0.000000
   9.35137  60.50283            003724+603010     1.2601   0.044200  0.04950    83.0  0.000560       0.2     31.74     3.260000       NONE     3.193039  0.004980 -1.097350  0.000000
 180.55212 -10.68122            120212-104052     1.6654   0.058500  0.00792    39.6  0.000470       1.1     15.92     1.630000       NONE     3.191963  0.001588 -0.767818  0.000000
  11.17221  66.31150            004441+661841     1.6935   0.050800  0.02033   -33.5  0.000480       0.5     15.19     1.560000       NONE     3.186807  0.004265 -0.746163  0.000000
 176.43087  49.76900                   3C_266     1.4245   0.042700  0.00133    16.6  0.000410       5.9     23.07     2.310000     3C_266     3.178219  0.000183 -0.947129  0.000000
 230.19775  72.41800            152047+722504     1.5491   0.052900  0.00953   -87.3  0.000520       1.0     18.66     1.870000       NONE     3.173616  0.001621 -0.846453  0.000000
 116.07292  37.88803                   3C_186     1.2364   0.037100  0.00272   -25.7  0.000420       3.0     32.53     3.250000     3C_186     3.172572  0.000265 -1.112169  0.000000
 351.33158  -4.96025            232519-045736     1.5489   0.054600  0.01135    37.7  0.000510       0.8     18.57     1.900000       NONE     3.168906  0.001937 -0.844852  0.000000
 270.41196  13.85661            180138+135123     1.6996   0.051000  0.01231    48.4  0.000480       0.8     14.70     1.470000       NONE     3.164926  0.002650 -0.733788  0.000000
 250.16579  -2.66172            164039-023942     1.8539   0.055600  0.00766   -69.2  0.000530       1.3     11.79     1.230000       NONE     3.159501  0.002053 -0.629203  0.000000
 263.67733  16.00917            173442+160033     1.4558   0.051100  0.01863    32.2  0.000500       0.5     21.41     2.140000       NONE     3.159053  0.002749 -0.914338  0.000000
 178.55421  29.26903            115413+291608     1.6203   0.056400  0.02355   -57.0  0.000500       0.4     16.21     1.660000       NONE     3.146517  0.004571 -0.783296  0.000000
 236.93429  20.87806  2MASX_J15474353+2052167     1.5602   0.054300  0.09143    -6.8  0.000550       0.1     17.75     1.810000   3C_323.1     3.144157  0.016196 -0.827019  0.000000
 270.70783  -2.12786            180249-020740     1.6997   0.055100  0.09182   -63.0  0.003970       0.4     14.30     1.480000       NONE     3.139995  0.020162 -0.724384  0.000000
 101.29412  29.48753            064510+292915     1.7441   0.061500  0.06830     6.9  0.000520       0.1     13.36     1.360000       NONE     3.136107  0.016033 -0.692488  0.000000
 352.04496  29.61958            232810+293710     1.5220   0.052000  0.02481    30.4  0.001370       0.6     18.70     1.910000       NONE     3.135930  0.004161 -0.853184  0.000000
 168.38387  -2.21533                   3C_253     1.5956   0.052600  0.06823   -49.0  0.000740       0.2     16.54     1.690000     3C_253     3.130427  0.012913 -0.795375  0.000000
 312.78729 -14.57928            205108-143445     1.8243   0.063300  0.01406   -19.4  0.000500       0.6     11.88     1.220000       NONE     3.130363  0.003705 -0.637264  0.000000
  60.28179   0.60919                  3C_99.0     1.6757   0.050300  0.00194    58.4  0.000500       4.9     14.62     1.500000   3C__99.0     3.128258  0.000415 -0.736748  0.000000
  32.52833 -10.96589            021006-105757     1.7148   0.057100  0.05697   -63.9  0.000610       0.2     13.75     1.410000       NONE     3.124313  0.012945 -0.708037  0.000000
 355.30387 -16.34858            234112-162054     1.4946   0.050200  0.02879    27.3  0.000620       0.4     19.30     1.970000       NONE     3.123942  0.004660 -0.870104  0.000000
 289.45317   6.35669            191748+062124     1.5123   0.053100  0.00474   -88.2  0.000630       2.5     18.70     1.880000       NONE     3.121691  0.000791 -0.855358  0.000000
 105.58554  37.95628                 3C_173.0     1.6453   0.049400  0.00821   -32.0  0.000430       1.0     15.17     1.520000     3C_173     3.120791  0.001689 -0.755535  0.000000
 140.70804  53.03922            092249+530221     1.5978   0.055700  0.00625    77.3  0.000480       1.4     16.16     1.650000       NONE     3.112580  0.001204 -0.787001  0.000000
  22.61700 -26.16675            013028-261000     1.4644   0.048900  0.01472    31.3  0.000670       0.7     19.91     2.020000       NONE     3.106612  0.002297 -0.887630  0.000000
 275.58846  18.00272            182221+180009     1.7291   0.051900  0.06737    79.8  0.000440       0.1     13.07     1.310000       NONE     3.097234  0.015965 -0.687961  0.000000
  18.02121  14.73142            011205+144353     1.4297   0.049700  0.01869   -30.4  0.000490       0.5     20.78     2.120000       NONE     3.091906  0.002781 -0.910333  0.000000
 327.36954 -13.07397            214928-130426     1.8200   0.064200  0.06779    89.8  0.000450       0.1     11.33     1.160000       NONE     3.082709  0.018445 -0.621944  0.000000
 120.39717  50.16194            080135+500943     1.4717   0.044200  0.03092    35.4  0.000430       0.3     19.00     1.900000       NONE     3.075878  0.005006 -0.870027  0.000000
 315.48458  28.58075                   3C_426     1.8005   0.059900  0.03407   -15.6  0.000720       0.3     11.53     1.210000     3C_426     3.074627  0.009085 -0.631560  0.000000
 289.47537 -12.07558            191754-120432     1.6325   0.050000  0.00471    -5.6  0.002840       5.3     14.66     1.570000       NONE     3.073054  0.000987 -0.746561  0.000000
 138.52012  17.26456            091404+171552     1.5273   0.054100  0.08933   -70.0  0.000880       0.1     17.27     1.750000       NONE     3.072448  0.015892 -0.824944  0.000000
 244.31562  21.12483                   3C_333     1.7485   0.061400  0.00946   -58.9  0.000520       1.0     12.36     1.270000     3C_333     3.072081  0.002351 -0.665170  0.000000
 267.03854  59.72328                   3C_363     1.5887   0.052400  0.05337   -84.1  0.000650       0.2     15.61     1.600000     3C_363     3.069171  0.010493 -0.777166  0.000000
  55.03558  32.15036                    3C_92     1.6116   0.050500  0.03431   -71.1  0.001290       0.4     14.96     1.520000     3C__92     3.062826  0.007024 -0.757833  0.000000
 357.98421  -1.15453            235156-010916     1.6084   0.056200  0.07311    48.8  0.000500       0.1     15.00     1.530000       NONE     3.060850  0.014919 -0.759417  0.000000
 129.43758  65.22661                   3C_204     1.2746   0.041700  0.00321    71.7  0.000720       3.4     26.64     2.710000     3C_204     3.060684  0.000369 -1.033882  0.000000
 234.38496  13.74658            153732+134447     1.8056   0.071400  0.06887   -31.1  0.000520       0.1     11.23     1.130000       NONE     3.057506  0.018751 -0.621631  0.000000
 202.78604 -25.99575            133108-255944     1.5042   0.045100  0.00268    -8.7  0.000470       3.4     17.62     1.760000       NONE     3.056922  0.000465 -0.836952  0.000000
 176.61887 -33.47867            114628-332843     1.7520   0.068300  0.04666   -20.1  0.000570       0.2     12.06     1.210000       NONE     3.054750  0.011819 -0.656133  0.000000
 295.48367  10.44711            194156+102649     1.3568   0.047900  0.00149   -37.1  0.000620       7.8     22.58     2.260000       NONE     3.051015  0.000201 -0.956388  0.000000
  76.22100 -10.24775            050453-101451     1.4824   0.044500  0.00352     2.9  0.000450       2.4     18.14     1.850000       NONE     3.050783  0.000592 -0.851809  0.000000
   3.29546   0.86178                     3C_5     1.6201   0.055000  0.08874   -84.1  0.000590       0.1     14.49     1.480000     3C___5     3.046164  0.018655 -0.745187  0.000000
 339.44450 -11.76214            223746-114543     1.6337   0.055900  0.05793   -38.8  0.000550       0.2     14.09     1.450000       NONE     3.039723  0.012498 -0.732823  0.000000
 119.94692  37.64728                 NGC_2484     1.6912   0.059200  0.01200    81.4  0.000480       0.7     12.62     1.260000     3C_189     3.018127  0.002870 -0.683583  0.000000
 333.00650   8.32106            221201+081915     1.6353   0.049100  0.07249    65.0  0.000460       0.1     13.71     1.370000       NONE     3.017970  0.015957 -0.723191  0.000000
   0.08521  55.65239            000020+553908     1.5178   0.052900  0.01734    60.6  0.000550       0.6     16.43     1.670000       NONE     3.015194  0.003182 -0.810107  0.000000
  48.83767  10.21200            031521+101243     1.6260   0.055200  0.03021   -19.2  0.000580       0.3     13.81     1.420000       NONE     3.012045  0.006589 -0.727603  0.000000
 214.25204   7.18061            141700+071050     1.6126   0.056000  0.11149   -63.3  0.000530       0.1     13.89     1.390000       NONE     2.999343  0.024075 -0.732382  0.000000
  84.43800  34.30217            053745+341807     1.8180   0.063900  0.03537    43.5  0.000550       0.3     10.28     1.060000       NONE     2.995165  0.010305 -0.589241  0.000000
  52.61350  41.02836            033027+410142     1.6996   0.059800  0.00288   -65.0  0.000500       3.3     12.10     1.240000       NONE     2.992286  0.000712 -0.667586  0.000000
 193.67042 -29.22875            125440-291343     1.0527   0.040200  0.00125    -6.4  0.000610       8.2     39.31     3.134406       NONE     2.988008  0.000095 -1.231266  0.000000
 342.63808  71.48828                 3C_454.1     1.5549   0.046600  0.00379    38.0  0.000490       2.5     14.95     1.500000   3C_454.1     2.985151  0.000757 -0.769787  0.000000
 116.83412 -18.94689            074720-185648     1.3932   0.041800  0.00255   -55.0  0.000480       3.7     19.38     1.980000       NONE     2.975103  0.000391 -0.895406  0.000000
  22.83958   6.39383                    3C_44     1.4308   0.044400  0.05450   -58.2  0.001490       0.3     18.14     1.850000   3C__44.0     2.974808  0.008938 -0.863859  0.000000
  79.88958  27.73339            051933+274400     1.7002   0.055000  0.13427    -0.5  0.002830       0.2     11.83     1.220000       NONE     2.973636  0.033751 -0.659791  0.000000
  12.73762  51.20047                  3C_22.0     1.3028   0.045600  0.04214    -9.7  0.000500       0.2     22.79     2.330000   3C__22.0     2.971993  0.005495 -0.973350  0.000000
 300.27262  25.86258            200105+255145     1.6240   0.060800  0.06114    65.9  0.000750       0.2     13.14     1.400000       NONE     2.966585  0.013803 -0.711107  0.000000
 278.20821  28.56044            183249+283337     1.7710   0.059100  0.03061   -13.6  0.000680       0.4     10.52     1.080000       NONE     2.959456  0.008611 -0.605998  0.000000
 357.70925 -24.95000            235050-245700     1.3020   0.042200  0.05151    -1.4  0.000830       0.2     22.49     2.280000       NONE     2.959372  0.006778 -0.969052  0.000000
 132.14121  78.50106            084833+783003     1.5086   0.053000  0.01854    12.0  0.000450       0.5     15.61     1.560000       NONE     2.958204  0.003513 -0.794762  0.000000
 193.26479   2.63953            125303+023822     1.6049   0.053100  0.02546   -41.6  0.000720       0.4     13.36     1.370000       NONE     2.955816  0.005633 -0.720778  0.000000
 235.44017  60.26006                   3C_323     1.3374   0.045700  0.00845    77.6  0.000510       1.0     20.96     2.130000   3C_323.0     2.955797  0.001192 -0.935965  0.000000
 190.80100 -21.20353            124312-211212     1.6222   0.056700  0.03243   -66.3  0.000540       0.3     12.89     1.290000       NONE     2.947880  0.007417 -0.704950  0.000000
 181.58304   4.10339            120619+040612     1.5012   0.058500  0.02376    21.5  0.000530       0.4     15.59     1.560000       NONE     2.946779  0.004491 -0.795999  0.000000
 205.55471  60.36175                 3C_288.1     1.4933   0.044800  0.01041   -30.7  0.000390       0.7     15.73     1.570000   3C_288.1     2.943305  0.001948 -0.800834  0.000000
 179.80746  53.88539            115913+535307     1.7406   0.052200  0.00113    -2.1  0.000410       6.9     10.70     1.070000       NONE     2.937532  0.000310 -0.617658  0.000000
 350.36900  23.78025                   3C_460     1.4706   0.044100  0.01966   -47.0  0.000450       0.4     16.22     1.620000     3C_460     2.937238  0.003560 -0.816477  0.000000
 226.03862  60.01542                   3C_311     1.5531   0.046600  0.00173    20.4  0.000420       4.6     14.03     1.440000     3C_311     2.928595  0.000361 -0.748579  0.000000
  35.50817   8.44647                    3C_64     1.7719   0.063300  0.12343     6.7  0.000910       0.1     10.10     1.040000     3C__64     2.925970  0.035758 -0.591968  0.000000
 243.07925  22.37100                   3C_331     1.4019   0.042100  0.01135    31.6  0.000420       0.7     17.89     1.830000     3C_331     2.920210  0.001853 -0.866079  0.000000
 111.23004  -9.66572                 NGC_2377     1.3805   0.046800  0.01653    16.2  0.000640       0.7     18.30     1.870000     3C_178     2.907332  0.002626 -0.879018  0.000000
 181.38779 -26.56906            120533-263408     1.6536   0.058300  0.01742   -37.4  0.000490       0.5     11.68     1.190000       NONE     2.904687  0.004332 -0.664903  0.000000
 195.13696  40.15256                 4C_40.32     1.3689   0.047300  0.02416   -11.0  0.000500       0.4     18.62     1.860000   3C_280.1     2.904394  0.003769 -0.887784  0.000000
 322.84633 -31.35367            213123-312113     1.3287   0.039900  0.00391     9.4  0.000470       2.4     19.82     2.560000       NONE     2.895062  0.000571 -0.919164  0.000000
 293.21371  -8.29461            193251-081740     1.6139   0.052300  0.00516     3.7  0.003170       5.0     12.24     1.260000       NONE     2.893664  0.001220 -0.689097  0.000000
  63.25392 -34.50275            041300-343009     1.4453   0.043400  0.00627    28.1  0.000470       1.5     15.96     1.650000       NONE     2.887699  0.001134 -0.816883  0.000000
 203.13312 -25.99719            133231-255949     1.5050   0.052800  0.02503     5.0  0.001080       0.5     14.43     1.480000       NONE     2.887035  0.005008 -0.768841  0.000000
 170.17946  23.46536                   3C_256     1.3620   0.040900  0.00640   -68.0  0.000420       1.2     18.41     1.880000     3C_256     2.884522  0.001003 -0.885645  0.000000
  73.58362  57.96133            045420+575740     1.4677   0.051600  0.05650    19.5  0.000510       0.2     15.22     1.550000       NONE     2.879815  0.010691 -0.795505  0.000000
 188.90325 -25.19061            123536-251126     1.1977   0.041800  0.09580   -11.4  0.000520       0.1     25.01     2.520000       NONE     2.875272  0.011014 -1.033573  0.000000
   3.77592  32.27036                     3C_6     1.6778   0.050300  0.10112    65.3  0.000420       0.1     10.83     1.090000     3C___6     2.871668  0.026813 -0.634263  0.000000
